Herbarium BioBlitz,SCIE 001,,,,,,
10-Sep-19,,,,,,,
Student Name,Payton Mackwood,,,,,,
Student Name,Mickey Ordog,,,,,,
12-Sep-19,,,,,,,
Student Name,,,,,,,
Student Name,,,,,,,
13-Sep-19,,,,,,,
Student Name,,,,,,,
Student Name,,,,,,,
,,,,,,,
Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID
A30122,,Costaria,costata,Canada,1967 Jun 10,Ken Baillie,AF331CD3-757C-7F44-88CE-8017B5C7B4FE
A29847,,Costaria,costata,Canada,1967 May 24,Ken Baillie,C8F7FD4E-8969-AB46-874B-C61FB602DF04
A53843,,Costaria,costata,Canada,1975 Jun 25,J. Root,D6D02896-863C-E94A-82F1-1A1E989FBA1D
A48898,,Costaria,costata,Canada,1970 Sep 14,J. N. Norris,04C6B121-5373-3A43-AFEB-3E963D775DF4
A62405,,Costaria,costata,Canada,1980,D. Mackinnon,0B1298F2-71C0-964C-8049-F7E3987589A0
A45709,,Costaria,costata,Canada,1969 May 04,S. O'brien,32224451-BA65-4742-9D27-36B4845045B6
A30774,,Costaria,costata,Canada,1967 Jun 21,Patrick Chamut,17500B10-FC6D-BD4A-ADB2-4E62964AB63A
A29848,,Costaria,costata,Canada,1967 May 25,Patrick Chamut,3A6886E6-AA03-2C44-A6E4-59FEFB3DDCF2
A31973,,Costaria,costata,Canada,1967 Aug 17,Patrick Chamut,B4BE5C06-E4B8-CC43-8050-53CBB423AC45
A30017,,Costaria,costata,Canada,1967 May 23,Patrick Chamut,47B59ABE-8446-2942-8BA2-CE1DCC055520
A45701,,Costaria,costata,Canada,1968 Jul 11,S. O'brien,5DD6204C-FDFA-684D-926E-3E879C9AB26E
A45699,,Costaria,costata,Canada,1968 Jul 11,S. O'brien,BCFE67A6-1BF4-EA4D-8D21-61B4B72DD414
A45698,,Costaria,costata,Canada,1968 Jul 11,S. O'brien,A48A17E7-81A5-F547-9AEB-001F04897E4A
A45697,,Costaria,costata,Canada,1968 May 16,S. O'brien,5E436328-93B9-3645-86FE-DD09E29D6C01
A45700,,Costaria,costata,Canada,1968 Jun 14,S. O'brien,769239E8-CD63-F94C-94CE-B53B727F7C00
A45711,,Costaria,costata,Canada,1969 May 04,S. O'brien,73FD3AE4-364C-424A-94C6-B1F5AA786A26
A45708,,Costaria,costata,Canada,1969 May 04,S. O'brien,A0F9FBAE-97F7-0046-9E62-D7858A6F6102
A45710,,Costaria,costata,Canada,1969 May 04,S. O'brien,46957548-3431-8944-8975-F4D25457F96E
A54017,,Costaria,costata,Canada,1975 Jun 26,J. Root,BE6814F4-3573-6047-B68C-B814C6C5F2D4
A54104,,Costaria,costata,Canada,1975 Jun 25,S. Johnson,647DA90E-C6C5-8348-A501-8866F8B5BD06
A54030,,Costaria,costata,Canada,1975 Jun 24,R. Foreman,A6051A22-33C1-934C-BB7F-1D347CDE8826
A54083,,Costaria,costata,Canada,1975 Jun 25,S. Johnson,0A5C168D-45A7-F042-9B77-DFC3E7EB12C0
A58647,,Costaria,costata,Canada,1978 Mar 09,V. Seraphim,2CD1789C-1ABF-214E-ACF5-8C9EAC71E8A8
A58648,,Costaria,costata,Canada,1978 Mar 09,V. Seraphim,963870B5-A0D0-2444-8AE2-053A528AE003
A58649,,Costaria,costata,Canada,1978 Mar 09,V. Seraphim,06ADD6F9-0FE8-AA4B-9B2D-D50445EF6131
A58650,,Costaria,costata,Canada,1978 Mar 09,D. Macrae,D5885E8A-C1CF-BB42-8EF2-38F2D4B29911
A58651,,Costaria,costata,Canada,1978 Mar 09,D. Macrae,9A5D4ADB-AB43-254C-9063-293393F3D3F4
A58535,,Costaria,costata,Canada,1977 May 26,R. Foreman,50319DC8-BE06-8B4D-BB46-96ED296CB698
A58534,,Costaria,costata,Canada,1977 May 26,R. Foreman,EA2BC9EA-98D1-7F44-A86F-570B851C207A
A58533,,Costaria,costata,Canada,1977 May 26,R. Foreman,A32FB33F-3C5E-B041-80CB-EEB89461EFF4
A58455,,Costaria,costata,Canada,1978 Jan 01,Michael W. Hawkes,81A2026C-5A5D-754C-B9E2-E68BD9058050
A58456,,Costaria,costata,Canada,1977 May 26,R. Foreman,E01A2EF5-6F10-944F-AD60-9A8C52BFDFD2
A58457,,Costaria,costata,Canada,1977 May 26,R. Foreman,42199A28-8F67-E441-972E-9519A00AF320
A57737,,Costaria,costata,Canada,1977 Apr 11,Barry Smith,7BB46C0B-F8BB-1543-A7BC-2FE533E56047
A57710,,Costaria,costata,Canada,1977 Apr 12,Barry Smith,222E97AC-3A11-ED4B-9AB8-A73CD6586C0D
A57543,,Costaria,costata,Canada,1977 Jan 18,E. Cabot,854A6B30-9A62-1647-BE99-EA01C1CA160E
A61118,,Costaria,costata,Canada,1979 Sep 05,Larry T. Golden,00D55E7F-AD90-9543-9E78-912FBCBD9C18
A58730,,Costaria,costata,Canada,1977 May 25,D. Macrae,29C332FA-2552-A04B-AF2B-132C3F41FA16
A58809,,Costaria,costata,Canada,1977 May 24,D. Macrae,72F429B8-78E1-8145-A79D-9CE37605836C
A32775,,Costaria,costata,Canada,1968 Apr 28,M. Chihara,EA5A1379-836C-AF49-A54C-80BF630DF8AD
A31799,,Costaria,costata,Canada,1967 Aug 07,Patrick Chamut,DC31FB85-AAFE-794C-93D4-DEB9C2C64BCB
A29488,,Costaria,costata,Canada,1967 Jun 20,Patrick Chamut,9F9058F8-AF64-2042-9508-2D95CFF91983
A243,,Costaria,costata,Canada,1917 Jun,N. L. Gardner,056854C0-566F-5745-80E9-281F0C8E40D1
A34101,,Costaria,costata,Canada,1968 Jun 10,Ken Baillie,81ED5C72-1B88-3F4C-8F6C-ACAD65660BE6
A42860,,Costaria,costata,Canada,1968 Apr 29,Jim W. Markham,4A5C171B-9BF2-6944-947D-084E45865B2A
A34870,,Costaria,costata,Canada,1968 Jul 24,Danny R. Pace,3C8A9C24-7652-324F-9356-7FD5902C4ABD
A34486,,Costaria,costata,Canada,1968 Jun 25,Danny R. Pace,6BBD03BA-81D1-9444-87FB-EEB276FD5FF8
A33445,,Costaria,costata,Canada,1968 May 26,Ken Baillie,FDE45035-021A-C648-AD0C-E03FF8009710
A28993,,Costaria,costata,Canada,1967 May 12,Ken Baillie,BD6DA757-1FE4-894B-8A32-499EB6616BCD
A30773,,Costaria,costata,Canada,1967 Jun 11,Ken Baillie,D854FA2C-47B5-D040-ACF8-228F10D1D8BD
A29642,,Costaria,costata,Canada,1967 May 25,Ken Baillie,AFBC0F15-3AB1-DD43-A288-55D10FC85C92
A29114,,Costaria,costata,Canada,1967 May 13,Ken Baillie,C250D296-5C94-5144-A833-402E964027FB
A29112,,Costaria,costata,Canada,1967 May 13,Ken Baillie,11816126-0390-F541-8116-3D973C2BA5BB
A30775,,Costaria,costata,Canada,1967 Jun 22,Ken Baillie,5C628C3B-7DD3-A847-98CA-30891958393D
A29684,,Costaria,costata,Canada,1967 Jul 20,Ken Baillie,50DB419A-C8CA-8E4D-B880-6AE3EEC7901E
A29011,,Costaria,costata,Canada,1967 Jul 07,Ken Baillie,C65AC678-0BF3-7449-8A00-B212017A5F71
A30816,,Costaria,costata,Canada,1967 Jul 07,Ken Baillie,6734A65C-0169-094D-A6AF-0C95EBA6F178
A31477,,Costaria,costata,Canada,1967 Aug 05,Patrick Chamut,9F588C53-47DF-C044-8768-5ADE2EAD95DC
A32029,,Costaria,costata,Canada,1967 Nov 03,Patrick Chamut,D66050F4-2259-EE41-9599-9DC31B282AA9
A32528,,Costaria,costata,Canada,1968 Mar 22,Patrick Chamut,E6A57E4B-60C8-9143-8543-C98F40064C11
A32412,,Costaria,costata,Canada,1968 Apr 15,Patrick Chamut,44E13AC9-090F-9E40-AE0D-66DF4E1687AE
A32669,,Costaria,costata,Canada,1968 Apr 29,M. Chihara,BDD00CBE-15EE-7F47-B735-3A5394ABE17D
A33111,,Costaria,costata,Canada,1968 May 13,Patrick Chamut,9AEEA162-6EAB-114E-9A68-0DA70E58D8C0
A19598,,Costaria,costata,Canada,1964 Jul 09,Louis D. Druehl,6E0101E1-77ED-2747-8DFD-11E4B18EFB46
A19373,,Costaria,costata,Canada,1964 Aug 07,Robert K.S. Lee,E7F24DCA-9A86-D947-92F1-B9824C512BA6
A19704,,Costaria,costata,Canada,1964 Oct 06,Robert K.S. Lee,3A6F013B-ACED-8749-9743-AE5CE45379C8
A18532,,Costaria,costata,Canada,1964 Jun 09,Robert K.S. Lee,DC5F845B-7111-A64F-87EB-63DAD58877E6
A19809,,Costaria,costata,Canada,1964 Sep 06,Louis D. Druehl,DB74AC06-79D0-E44C-B97D-2E796A74C620
A18247,,Costaria,costata,Canada,1964 Jun 08,Louis D. Druehl,5AF306FA-7474-A64A-8CCF-D43379CC17B5
A15348,,Costaria,costata,Canada,1962 Jul 03,Robert K.S. Lee,380481F1-AF72-FB49-A62E-6FDCE4F73EA3
A17164,,Costaria,costata,Canada,1962 Jun 27,Tom B. Widdowson,80C37518-75D2-094D-9028-AF1F80A388AA
A15064,,Costaria,costata,Canada,1962 Jun 28,Tom B. Widdowson,9F57DCBF-0125-6445-9575-D5BEB65BAE3D
A15814,,Costaria,costata,Canada,1962 Jul 01,Louis D. Druehl,6910E6A9-D85A-5A4C-ADD5-D8635820F5C3
A15045,,Costaria,costata,Canada,1962 Jul 02,Tom B. Widdowson,385744E2-FA88-9C48-9CA8-D827959566D2
A45706,,Costaria,costata,Canada,1969 May 05,S. O'brien,4EC44002-74E7-4846-BA39-F41DA0F6BEBF
A45707,,Costaria,costata,Canada,1969 May 05,S. O'brien,F8B32550-8000-ED42-BEF5-E495B22C59D0
A45704,,Costaria,costata,Canada,1969 May 05,S. O'brien,3C365047-2D1A-8343-96C6-A2B8AC3322D9
A45703,,Costaria,costata,Canada,1969 May 05,S. O'brien,FA55AD25-8CF5-F94E-8EC5-C6A83D75FC04
A45702,,Costaria,costata,Canada,1969 May 05,S. O'brien,44896975-09E9-2149-B72A-06A714013817
A45705,,Costaria,costata,Canada,1968 May 14,S. O'brien,51CBD159-0F95-694D-95E6-0AC619997707
A52703,,Costaria,costata,Canada,1975 Apr 15,Thomas F. Mumford Jr.,D9459597-4E40-E944-A95A-657B636626AB
A52826,,Costaria,costata,Canada,1975 Apr 15,G. J. Court,0A26E238-0732-E047-B879-4B3F627EA658
A52825,,Costaria,costata,Canada,1975 Apr 15,G. J. Court,9DDF95A6-3ECC-C644-9DC5-D3D21C0312C5
A33261,,Costaria,costata,Canada,1968 May 15,Patrick Chamut,909D7AB0-A944-DD46-8F3F-66FE419661D2
A34325,,Costaria,costata,Canada,1968 Jun 12,P. Harrison,A561E7DE-B2C1-9141-94D8-98FB82C3D1ED
A33446,,Costaria,costata,Canada,1968 May 28,Patrick Chamut,71616784-F757-9746-8891-E5D841866E43
A34869,,Costaria,costata,Canada,1968 Jul 23,Patrick Chamut,3A575FA0-4074-944E-B711-BFF0DA670589
A34116,,Costaria,costata,Canada,1968 Jun 12,Patrick Chamut,1CF2DE26-3A10-A54F-8A94-A1FAF6D7F166
A34323,,Costaria,costata,Canada,1968 Jun 24,Patrick Chamut,2D6A17D2-1C07-4A4D-A825-071616563B36
A34949,,Costaria,costata,Canada,1968 Jul 08,M. Chihara,8038B5C9-75D4-0B4F-9A25-EE6D349CD391
A37772,,Costaria,costata,United States,1958 May 04,S. N.,82B10B62-499F-9D4C-9261-ED1142CD46D7
A45832,,Costaria,costata,Japan,1971 Aug 09,Louis D. Druehl,30C09FD8-C6B0-554B-B449-7C665B56BB63
A45831,,Costaria,costata,Japan,1971 Aug 09,Louis D. Druehl,4CDDF24B-214E-8C43-879B-F6845CA01DCF
A45833,,Costaria,costata,Japan,1971 Aug 09,Louis D. Druehl,6C917EBE-84F7-EF48-9F24-A20F1A37BA26
A51404,,Costaria,costata,Japan,1913 Aug,S. N.,28E818BC-253D-E846-806E-8A480B6973CB
A42819,,Costaria,costata,Japan,1935 Mar,S. N.,B646F38A-168B-0149-956D-8A0D3CFA53B0
A5032,,Costaria,costata,United States,1958 May 21,Robert F. Scagel,0E2380C7-83D3-8E47-B013-15105EA2FB66
A5031,,Costaria,costata,United States,1958 May 21,Robert F. Scagel,166F179F-1CB6-BE40-B626-A9799D4381C9
A42820,,Costaria,costata,United States,1966 Jun 08,Jim W. Markham,8B39FF54-682E-8743-9270-2FD72BB07EC1
A24660,,Costaria,costata,United States,1966 Jun 08,Jim W. Markham,F5C99AE0-113A-5748-A7A1-8E959F9898C1
A62095,,Costaria,costata,United States,1979 Aug 07,Herb Vandermeulen,923F86BE-FF52-AD46-82B2-60C72FA45A71
A50933,,Costaria,costata,United States,1973 Jul 31,Jim W. Markham,A65404E1-F7E7-9F4A-A61E-105B02EE4C13
A5165,,Costaria,costata,United States,1958 Jul 08,Robert F. Scagel,03502C0A-2C49-1C4C-9E14-67006EE7D8D1
A5170,,Costaria,costata,United States,1958 Jul 08,Robert F. Scagel,214FD362-8C83-8545-AD55-692F803D1143
A2609,,Costaria,costata,United States,1958 Jun 25,Robert F. Scagel,6833668F-1E8F-8A46-B557-127847E2EE93
A45686,,Costaria,costata,United States,1968 Mar 09,S. O'brien,13165A17-2360-8D44-B3A0-E64E16178670
A4569,,Costaria,costata,United States,1968 May 29,Louis D. Druehl,98261AC9-2B69-0945-992D-505E8DABB3F5
A45689,,Costaria,costata,United States,1968 May 29,Louis D. Druehl,F8D93A1C-026F-6848-9545-A226AEBF18E5
A45687,,Costaria,costata,United States,1968 May 29,Louis D. Druehl,9AD72CC5-5A02-214C-BBB2-76293F8865F1
A45688,,Costaria,costata,United States,1968 May 29,Louis D. Druehl,DCE2D36C-6F76-0A44-883A-FE8275D104B3
A63333,,Costaria,costata,Canada,1981 Mar 12,David J. Garbary,62701E4E-B530-D740-958A-F2F9E5191BD5
A63522,,Costaria,costata,Canada,1981 Apr 03,David J. Garbary,A2F3BE7B-2545-E24F-AE37-070F693F283E
A67604,,Costaria,costata,United States,1984 Jun 29,Robert F. Scagel,951CB416-8629-1546-9E4A-7B93D12C60C6
A62231,,Costaria,costata,Canada,2984 May 16,Sandra C. Lindstrom,B019FD80-4903-FA4E-A92E-0C92044938C3
A67711,,Costaria,costata,Canada,1985 Mar 14,Paul W. Gabrielson,BCD43288-8992-D948-9110-885E4360DF7B
A67773,,Costaria,costata,Canada,1984 Jun 12,Sandra C. Lindstrom,9749F566-AC8F-6D4D-A882-81E369C5B084
A67966,,Costaria,costata,Canada,1973 Apr 19,Sandra C. Lindstrom,67E5B0B8-47C2-7843-9FA2-01F297085E1A
A67948,,Costaria,costata,United States,1977 Jul 02,Sandra C. Lindstrom,EE029163-4D29-4C49-B70A-BC73472BFF66
A69026,,Costaria,costata,United States,1987 May 17,Sandra C. Lindstrom,87995E12-AF99-F94D-B52F-13BB517145EF
A69305,,Costaria,costata,Canada,1987 Aug 07,Sandra C. Lindstrom,7655356F-E983-3645-83FA-90C5D1AD375C
A68896,,Costaria,costata,Canada,1987 May 03,Hanh Kim Huynh,88A8F742-F5BD-D24F-B95E-A727930EB705
A70313,,Costaria,costata,Canada,1985 Mar 04,Paul W. Gabrielson,F22B00E0-CA62-9A4D-804D-7B8492EE5972
A70290,,Costaria,costata,Canada,1984 Apr 14,Paul W. Gabrielson,696DF968-697C-A04E-9482-F2395D086797
A70401,,Costaria,costata,Canada,1985 Mar 30,Paul W. Gabrielson,57710AFB-91CD-0F4F-BDF4-2077DB6B055B
A70378,,Costaria,costata,Canada,1985 Mar 30,Paul W. Gabrielson,B4CE08AA-C93D-054D-9FF0-E9E2DA7ABEFA
A70355,,Costaria,costata,Canada,1986 Mar 29,Paul W. Gabrielson,BC742B99-D96A-6841-91F1-5AF356886DB8
A70707,,Costaria,costata,United States,1986 Aug 30,Paul W. Gabrielson,45AF0BE0-17B7-2D43-B6BD-DA9956D846E2
A70906,,Costaria,costata,United States,1981 Jun 02,Sandra C. Lindstrom,CFD0F394-76C0-D94F-BC46-A243F9FB62CA
A69502,,Costaria,costata,Canada,1987 May 15,Sandra C. Lindstrom,401FFA36-D68D-E840-AD5A-2B2542F1A3A6
A69557,,Costaria,costata,Canada,1987 Jul 12,Sandra C. Lindstrom,0A1B70C6-C1DD-2446-8AC5-D502B2EC09CF
A69628,,Costaria,costata,Canada,1972 Apr 16,Emy Nakahara,46B2BD93-FE16-7442-B38F-BD1CE35EE60A
A69644,,Costaria,costata,Canada,1987 Jul 11,Sandra C. Lindstrom,30F03431-EF8B-974D-A1D8-29F5E7681E59
A69948,,Costaria,costata,Canada,1968 Aug 14,Jim W. Markham,643D3862-AF40-FE42-BD43-614089ABFC31
A63699,,Costaria,costata,Canada,1981 May 29,David J. Garbary,518D36F3-6796-0142-8A78-2254C01CFB22
A63947,,Costaria,costata,Canada,1979 May 14,J. B. Foster,87175365-460C-5348-8BC3-5AC1A8F2F7B9
A63938,,Costaria,costata,Canada,1979 Mar 12,Anne Stewart,AD23BEA8-EF60-C542-AF17-B69A869CD578
A63986,,Costaria,costata,Canada,1979 Sep 22,Anne Stewart,DF06F168-8DB7-534F-845C-7C440080A7E2
A63987,,Costaria,costata,Canada,1979 Nov 05,Anne Stewart,348F9A8C-2EAB-F34A-9791-F51FA4D6BF8B
A64318,,Costaria,costata,Canada,1981 Jul 14,Cheryl Lowther,28876D40-417F-4048-A4F0-84D8CE3145B8
A64300,,Costaria,costata,Canada,1981 Jul 03,Cheryl Lowther,56766B94-1587-434F-9511-013C10A16736
A64249,,Costaria,costata,Canada,1981 Jul 03,Cheryl Lowther,13FC6665-B1B2-6047-A61D-3C6260AFCF15
A64884,,Costaria,costata,Canada,1981 Oct 12,David J. Garbary,48D1EF67-0D12-814C-B13D-387ADC6BCC33
A65784,,Costaria,costata,Canada,1981 Nov 25,Larry T. Golden,39471C6B-A7B4-A741-AD23-0E2BA9DAAC98
A65740,,Costaria,costata,Canada,1982 Jan 06,David J. Garbary,4AF22DB2-0421-EA48-AC60-09D3C9D94FC4
A65929,,Costaria,costata,Canada,1978 May 17,R. Foreman,916DD0E9-F50C-0541-8059-BDE10B835918
A65979,,Costaria,costata,Canada,1982 Mar 15,David J. Garbary,7D651A4B-6BBC-E84D-9C4C-3B7C9AD42CC4
A65986,,Costaria,costata,United States,1973 Apr 04,Sandra C. Lindstrom,BCC0561C-2B62-F249-8712-ABA19F49071B
A66517,,Costaria,costata,Canada,1982 Apr 23,David J. Garbary,22E9C51E-6DBC-C345-8ACF-BB17FC35D5DF
A66428,,Costaria,costata,Canada,1982 Mar 29,David J. Garbary,F82EB9D9-2F94-5047-A9D5-C9C4EAD7E07D
A66580,,Costaria,costata,Canada,1982 Apr 21,David J. Garbary,BD43B140-686C-7A42-9E0F-4B9607790143
A66494,,Costaria,costata,Canada,1982 Apr 22,David J. Garbary,9C3516F8-4363-7849-89CF-D5BCFE6F2EB1
A66452,,Costaria,costata,Canada,1982 Jan 15,David J. Garbary,177A942E-836E-774E-A928-4A4ACB8F68A4
A66400,,Costaria,costata,Canada,1982 Apr 07,David J. Garbary,14221C4F-E746-8B4C-B806-4F68492A21C6
A66919,,Costaria,costata,Canada,1981 Sep 13,Cheryl Lowther,3DBD939E-9E5B-F542-9998-7EBEEF768C78
A66891,,Costaria,costata,Canada,1982 Apr 26,Len Dyck,0AFFAD3B-5C5D-8B4C-8D85-D85547150F6E
A67033,,Costaria,costata,Canada,1982 Jul 19,David J. Garbary,8FE077B0-291A-7242-AFB0-89C704EECCB4
A82063,,Costaria,costata,United States,1989 Apr 09,Paul W. Gabrielson,FF9A1EBA-A7F5-2343-B850-C117F10F8D10
A84373,,Costaria,costata,Canada,1999 Jul 28,Keith Pardee,EF869648-3290-4B4D-B465-563A11ACF5D4
A85519,,Costaria,costata,United States,2005 Jun 22,Sandra C. Lindstrom,197CCCA2-B32C-6247-9857-987176A2C9F1
A85571,,Costaria,costata,Canada,2007 May 05,Sandra C. Lindstrom,0E26C121-F1AE-C44C-8ECD-C89F23D7B52B
A85666,,Costaria,costata,Canada,2007 Apr 18,Sandra C. Lindstrom,804DA6FB-5EAD-E345-8DD7-3F61246EF092
A85706,,Costaria,costata,Canada,2007 May 18,Sandra C. Lindstrom,207076E3-CA71-0941-9BBE-F63A9569C6C3
A85781,,Costaria,costata,Canada,2007 Jun 16,Sandra C. Lindstrom,EBCF4571-7469-034D-A528-3E5B7545AAF7
A85973,,Costaria,costata,United States,2006 Jun 10,Spencer Wood,4C5B3721-3742-1347-AB87-38C178FCD171
A85974,,Costaria,costata,United States,2006 Jun 10,Spencer Wood,B2B08201-A47C-4E4C-BAAB-2C767E825808
A86529,,Costaria,costata,United States,2005 Jun 20,Sandra C. Lindstrom,A072E2F6-5B1A-DB4A-A044-AF8904EC68E2
A86655,,Costaria,costata,Canada,2003 Apr 18,Sandra C. Lindstrom,F210356F-6095-E644-A608-F24F145658BE
A86814,,Costaria,costata,United States,2005 May 25,Sandra C. Lindstrom,E962168C-DD80-2541-B0CC-238924D636B8
A86903,,Costaria,costata,United States,2006 Apr 27,Sandra C. Lindstrom,78E27B03-180D-C046-AAF6-233E437D7A60
A87209,,Costaria,costata,United States,2006 Jun 13,Roly Russell,EE1D0CAC-29D7-9C4F-B835-D7FCFEC81EDA
A87889,,Costaria,costata,Canada,2009 May 28,Sandra C. Lindstrom,7E5E3575-E383-9E41-A571-81008E92655D
A87901,,Costaria,costata,Canada,2009 May 26,Sandra C. Lindstrom,39E5999E-F013-4341-89E8-18357CA3C2B9
A88279,,Costaria,costata,United States,2009 Apr 26,Sandra C. Lindstrom,3463D1B8-F3EE-2845-B370-80EF403260C1
A88331,,Costaria,costata,Canada,2009 May 24,Sandra C. Lindstrom,FA929D8F-17DB-AD40-A058-F9289F00D3D3
A88351,,Costaria,costata,United States,2005 Aug 19,Sandra C. Lindstrom,94EF2629-58AB-1C48-9A89-9FAFA2FF9E50
A88388,,Costaria,costata,United States,2002 Jul 13,Sandra C. Lindstrom,A632E946-8360-774A-BC4B-CB61A09631A9
A88406,,Costaria,costata,United States,1985 May 06,Sandra C. Lindstrom,5F09C2B1-37C3-984D-95F2-6394D7FB5646
A88785,,Costaria,costata,United States,2010 Jun 14,Hans Daubenberger,52DCBEC9-6281-5D40-958F-368B6A7D3954
A89099,,Costaria,costata,Canada,2011 Aug 13,Sandra C. Lindstrom,B4DFC70F-0F6E-534D-B6B4-25EF03189C1A
A89151,,Costaria,costata,United States,2011 Apr 22,Sandra C. Lindstrom,04DD863E-7391-664C-849F-E93E6369A619
A89166,,Costaria,costata,United States,2011 Apr 19,Sandra C. Lindstrom,A2C82968-7CE8-3841-92A8-2B166598F50C
A89169,,Costaria,costata,United States,2011 Apr 18,Sandra C. Lindstrom,1FA0B206-099E-984A-9238-40AF89D788CD
A2062,,Costaria,costata,Canada,1953 Jul 26,Robert F. Scagel,E371B672-5E43-D447-BC41-F02DCA862F2A
A2086,,Costaria,costata,Canada,1953 Jul 25,Robert F. Scagel,457F0752-4B05-4941-B898-078C470A9959
A56170,,Costaria,costata,Canada,1976 Mar 29,Judy Root,6B5397B2-09E5-1143-A306-1B99459480A9
A56558,,Costaria,costata,Canada,1976 Mar 30,E. Cabot,635FAB01-5DE7-4A44-9279-1A4D3007DCF1
A55346,,Costaria,costata,Canada,1976 Mar 31,C. Tanner,8276EA5C-DB20-4747-962D-85C45F49821F
A54611,,Costaria,costata,Canada,1976 Mar 27,C. Tanner,41A52E6E-33B8-454A-B108-2513FA30C05E
A54583,,Costaria,costata,Canada,1976 Mar 27,C. Tanner,F821B375-B3A7-2A4E-BED1-1F65D5BA4C8A
A55185,,Costaria,costata,Canada,1976 Mar 29,Michael W. Hawkes,2EE07B80-F771-C04A-8517-06A33D98DAF2
A55163,,Costaria,costata,Canada,1976 Mar 29,Michael W. Hawkes,2E28E884-E204-594B-92AF-76D047A4E4B7
A55281,,Costaria,costata,Canada,1976 Mar 30,C. Tanner,D3A60463-EE1B-A84D-80D1-0B9C904DF087
A64444,,Costaria,costata,Canada,1981 Jul 14,David J. Garbary,1A72B439-098E-5D48-8A63-84A82B51C770
A64451,,Costaria,costata,Canada,1981 Jul 15,David J. Garbary,7C98F114-648A-4448-8AC3-14BE1249263C
A64555,,Costaria,costata,Canada,1981 Jul 18,David J. Garbary,4CF62E26-B049-4B46-86D0-E65464861AB5
A64604,,Costaria,costata,Canada,1981 Jul 19,David J. Garbary,D88A1525-772D-E94F-BE19-119427C1B945
A66739,,Costaria,costata,Canada,1982 Apr 25,David J. Garbary,E5CD84A4-8B0F-6849-A245-B54E4CF5CDCB
A90310,,Costaria,costata,Canada,2013 May 27,Sandra C. Lindstrom,C60E912B-62A0-8540-B844-817740332AC4
A89752,,Costaria,costata,Canada,2013 May 22,Katharine R. Hind,97D656B5-F32E-3043-AB6B-FD3C6174C1C0
A93093,,Costaria,costata,Canada,,Kyle Demes,C578EF67-AFFE-EC4E-804B-70A5E55327A9
A92690,,Costaria,costata,United States,2016 May 25,Sandra C. Lindstrom,297A141D-421B-964F-B6B3-C6AFFCA32ADB
A91376,,Costaria,"""costata""",South Korea,2012 Apr 26,Sandra C. Lindstrom,7638BB8D-B77E-C04D-A391-2756C6CB6EFC
A4585,,Cutleria,cylindrica,Unknown,1932 Apr 06,S. N.,18101057-3B04-A042-B70B-8B9B3615DBAB
A53757,,Cutleria,cylindrica,Japan,1974 May 23,M. Kajimura,FC7A837C-2C83-8F48-A1A5-2C29C0A82B9B
A68364,,Cutleria,cylindrica,Japan,1985 May 23,J. Tanaka,015F21EF-B737-CF46-BA1A-99F3F6F29202
A82876,,Cutleria,cylindrica,Japan,1988 Apr 20,S. Enomoto,2383DFEF-A8E9-F849-A16F-D28785F146A0
A84674,,Cutleria,cylindrica,Japan,1988 Mar 22,T. Kitayama,0989DF8B-EBD1-914E-B61B-5EB55749A31E
A84673,,Cutleria,cylindrica,Japan,1988 Mar 22,T. Kitayama,28BF0A4B-96E2-AC4B-9D14-6EBA9A211897
A84672,,Cutleria,cylindrica,Japan,1988 Mar 22,T. Kitayama,CF4BA754-0F0B-FD4E-A4D8-3B14B8BFFD34
A84671,,Cutleria,cylindrica,Japan,1988 Mar 22,T. Kitayama,6D9E8228-4F0C-844A-8454-57B96962A076
A87634,,Cutleria,cylindrica,New Zealand,1992 Dec 26,Mitsuo Kajimura,2C2B1024-3DBF-2D41-A400-8D0305953286
A82796,,Cutleria,dispersa,Japan,1994 Jun 06,S. Enomoto,E373134A-033E-0040-9A51-039CF95BDDEC
A6025,,Cutleria,hancockii,Mexico,1960 Jan 26-27,"California Dept. Of Fish, Game",826FC67F-5787-5741-80BC-A1FFF0F00B9D
A46357,,Cutleria,multifida,New Zealand,1950 Jan 03,Victor W. Lindauer,CC7A4FD6-285E-6744-BAA8-1CDF1C6BC628
A4675,,Cutleria,multifida,New Zealand,1950 Jan 03,Victor W. Lindauer,A7055426-9BF7-C94B-82EF-CCD3BB50B9F5
A49603,,Cutleria,multifida,Australia,1966 Oct 31,H.B.S. Womersley,DE6572A9-3925-6141-BAA0-71A999291934
A7917,,Cutleria,multifida,Ireland,1982 Jul 12,C. A. Maggs,2BBED9D9-7520-9B4F-88A7-E9B0BCEED382
A69162,,Cutleria,multifida,Australia,1985 Oct 16,H.B.S. Womersley,98C2BC5B-C791-2F4C-B18B-83FE16D22ABA
A82844,,Cutleria,multifida,Japan,8/5/1990,S. Enomoto,D3C28BF1-7A64-CE46-B734-F6F00F02D7D5
A62081,,Cylindrocarpus,rugosus,United States,1979 Mar 22,David J. Garbary,46D7CC4B-1C66-CE43-84C9-86B13E5DE610
A58652,,Cylindrocarpus,rugosus,Canada,1978 Oct 15,G. Hansen,5C13BAC3-7678-EF44-B959-0F3A31D160BB
